3 10 11 12	1	((10+3)*11)-12			
3 10 12 12	1	(12*12)-(10+3)			
3 11 11 13	1	((11*11)+13)-3			
3 11 12 13	1	11+(12*(13-3))			
4 4 9 11	1	((11+4)*9)-4			
4 4 9 13	1	(4*(4*9))-13			
4 4 10 13	1	(10*13)+(4/4)			
4 4 11 12	1	(11*12)-(4/4)			
4 5 6 11	1	11+(4*(5*6))			
4 5 7 9	1	(4*(5*7))-9			
4 5 8 13	1	((13+4)*8)-5			
4 5 9 10	2	((10+5)*9)-4	((10+4)*9)+5		
4 5 10 13	1	((10*13)+5)-4			
4 5 11 12	1	((11*12)+4)-5			
4 6 6 13	1	(4*(6*6))-13			
4 6 9 9	1	((6+9)*9)-4			
4 6 11 11	1	(11*11)+(4+6)			
4 6 11 12	1	11+(12*(4+6))			
4 7 8 9	1	((7+8)*9)-4			
4 7 10 11	1	10+(11*(4+7))			
4 7 10 12	1	(10*12)+(4+7)			
4 7 10 13	1	(10*4)+(13*7)			
4 7 12 13	2	(13*(4+7))-12	12+((13+4)*7)		
4 8 9 11	1	(11*9)+(4*8)			
4 8 10 11	1	(10*(4+8))+11			
4 8 11 11	1	11+((11+4)*8)			
4 8 11 13	1	(11*13)-(4+8)			
4 8 12 13	1	(12*(4+8))-13			
4 9 10 10	1	(10*(10+4))-9			
4 9 10 13	1	10+((13*9)+4)			
4 9 11 12	1	(11*(4+9))-12			
4 9 12 12	1	(12*12)-(4+9)			
4 9 12 13	1	((12+4)*9)-13			
5 5 5 6	1	(5*(5*5))+6			
5 5 7 13	1	((13+5)*7)+5			
5 5 8 12	1	((12+5)*8)-5			
5 5 9 9	1	5+((5+9)*9)			
5 5 10 13	1	(10*13)+(5/5)			
5 5 11 11	1	(11*11)+(5+5)			
5 5 11 12	2	(11*12)-(5/5)	11+(12*(5+5))		
5 5 12 13	1	(12*13)-(5*5)			
5 6 7 12	1	((12+6)*7)+5			
5 6 8 9	1	5+((6+8)*9)			
5 6 8 11	1	((11+6)*8)-5			
5 6 8 13	1	((13+8)*6)+5			
5 6 9 12	1	((12+9)*6)+5			
5 6 10 11	2	((10+11)*6)+5	10+(11*(5+6))		
5 6 10 12	1	(10*12)+(5+6)			
5 6 10 13	1	((10*13)+6)-5			
5 6 11 12	1	((11*12)+5)-6			
5 6 11 13	1	(11*6)+(13*5)			
5 6 12 13	2	(13*(5+6))-12	((12+13)*5)+6		
5 7 7 9	1	5+((7+7)*9)			
5 7 7 11	1	((11+7)*7)+5			
5 7 8 10	2	((10+8)*7)+5	((10+7)*8)-5		
5 7 8 12	1	(12*8)+(5*7)			
5 7 8 13	1	(13*7)+(5*8)			
5 7 9 9	1	5+(7*(9+9))			
5 7 10 11	1	(10*(5+7))+11			
5 7 11 13	1	(11*13)-(5+7)			
5 7 12 12	1	12+((12+5)*7)			
5 7 12 13	1	(12*(5+7))-13			
5 8 8 9	1	(8*(8+9))-5			
5 8 10 11	1	((10+5)*8)+11			
5 8 11 12	1	(11*(5+8))-12			
5 8 12 12	1	(12*12)-(5+8)			
5 8 13 13	1	((13+5)*8)-13			
5 9 9 10	2	(10*(5+9))-9	(10*5)+(9*9)		
5 9 9 13	1	(13*9)+(5+9)			
5 9 11 13	1	((11+5)*9)-13			
5 11 11 13	1	11+((11+13)*5)			
5 11 12 12	1	11+((12+12)*5)			
6 6 10 11	1	(10*(6+6))+11			
6 6 10 13	1	(10*13)+(6/6)			
6 6 11 12	1	(11*12)-(6/6)			
6 6 11 13	1	(11*13)-(6+6)			
6 6 12 13	1	(12*(6+6))-13			
6 7 9 11	1	(11*7)+(6*9)			
6 7 10 13	2	((10*13)+7)-6	((10+13)*6)-7		
6 7 11 12	4	(11*(6+7))-12	((11*12)+6)-7	((11+6)*7)+12	((11+12)*6)-7
6 7 11 13	1	11+((13+7)*6)			
6 7 12 12	1	(12*12)-(6+7)			
6 8 9 10	1	(10*(6+8))-9			
6 8 9 11	1	11+((6+9)*8)			
6 8 9 13	1	(13*9)+(6+8)			
6 8 11 12	1	11+((12+8)*6)			
6 8 12 13	1	((12+6)*8)-13			
6 9 10 13	1	((10+6)*9)-13			
6 9 11 11	1	11+((11+9)*6)			
6 10 10 11	1	((10+10)*6)+11			
6 11 13 13	1	((11+13)*6)-13			
6 12 12 13	1	((12+12)*6)-13			
7 7 9 10	1	(10*(7+7))-9			
7 7 9 13	2	(13*9)+(7+7)	((13+7)*7)-9		
7 7 10 12	1	((10+7)*7)+12			
7 7 10 13	1	(10*13)+(7/7)			
7 7 11 12	1	(11*12)-(7/7)			
7 8 8 11	1	11+((7+8)*8)			
7 8 9 12	2	12+(7*(8+9))	((12+8)*7)-9		
7 8 10 13	1	((10*13)+8)-7			
7 8 11 12	1	((11*12)+7)-8			
7 8 11 13	1	((11+7)*8)-13			
7 9 9 11	1	((11+9)*7)-9			
7 9 9 13	1	((7+9)*9)-13			
7 9 10 10	1	((10+10)*7)-9			
8 8 9 13	1	((8+8)*9)-13			
8 8 10 13	2	((10+8)*8)-13	(10*13)+(8/8)		
8 8 11 12	1	(11*12)-(8/8)			
8 9 9 13	1	(8*(9+9))-13			
8 9 10 13	1	((10*13)+9)-8			
8 9 11 12	1	((11*12)+8)-9			
8 10 11 13	1	(10*11)+(13+8)			
9 9 10 13	1	(10*13)+(9/9)			
9 9 11 12	1	(11*12)-(9/9)			
9 10 10 13	1	(10+(10*13))-9			
9 10 11 12	2	(10*11)+(12+9)	((11*12)+9)-10		
9 10 12 13	1	10+((12*9)+13)			
9 11 12 12	1	11+(12+(12*9))			
10 10 10 13	1	(10*13)+(10/10)			
10 10 11 11	1	10+((10*11)+11)			
10 10 11 12	2	(11*12)-(10/10)	10*((11/10)+12)		
10 10 11 13	1	((10*13)+11)-10			
10 11 11 11	1	((10/11)+11)*11			
10 11 11 12	1	(10+(11*12))-11			
10 11 11 13	1	(10*13)+(11/11)			
10 11 12 12	1	(10+(11/12))*12			
10 11 12 13	1	((10*13)+12)-11			
10 12 12 13	1	(10*13)+(12/12)			
10 12 13 13	1	((10*13)+13)-12			
10 13 13 13	1	(10*13)+(13/13)			
11 11 11 12	1	(11*12)-(11/11)			
11 11 12 12	1	(11+(11*12))-12			
11 11 12 13	1	11*(13-(12/11))			
11 12 12 12	1	(11*12)-(12/12)			
11 12 12 13	1	((11*12)+12)-13			
11 12 13 13	2	(11-(12/13))*13	(11*12)-(13/13)		
12 12 12 13	1	12*(12-(13/12))			
12 12 13 13	1	(12*13)-(12+13)			
